Number of Records Retrieved: 685
STOCKING_EVENT_RECORD_NUM,TAG_ID_1,TAG_TYPE_CODE_1,TAG_TYPE_DESCRIPTION_1,TAG_POSITION_CODE_1,TAG_POSITION_DESCRIPTION_1,TAG_ORIGIN_CODE_1,TAG_ORIGIN_DESCRIPTION_1,TAG_COLOUR_CODE_1,TAG_COLOUR_DESCRIPTION_1,SERIES1_START_NUMBER_1,SERIES1_END_NUMBER_1,SERIES2_START_NUMBER_1,SERIES2_END_NUMBER_1,SERIES3_START_NUMBER_1,SERIES3_END_NUMBER_1,RETENTION_RATE_PCT_1,RETENTION_RATE_SAMPLE_SIZE_1,RETENTION_RATE_POP_SIZE_1,COMMENTS_1,TAG_ID_2,TAG_TYPE_CODE_2,TAG_TYPE_DESCRIPTION_2,TAG_POSITION_CODE_2,TAG_POSITION_DESCRIPTION_2,TAG_ORIGIN_CODE_2,TAG_ORIGIN_DESCRIPTION_2,TAG_COLOUR_CODE_2,TAG_COLOUR_DESCRIPTION_2,SERIES1_START_NUMBER_2,SERIES1_END_NUMBER_2,SERIES2_START_NUMBER_2,SERIES2_END_NUMBER_2,SERIES3_START_NUMBER_2,SERIES3_END_NUMBER_2,RETENTION_RATE_PCT_2,RETENTION_RATE_SAMPLE_SIZE_2,RETENTION_RATE_POP_SIZE_2,COMMENTS_2,TAG_ID_3,TAG_TYPE_CODE_3,TAG_TYPE_DESCRIPTION_3,TAG_POSITION_CODE_3,TAG_POSITION_DESCRIPTION_3,TAG_ORIGIN_CODE_3,TAG_ORIGIN_DESCRIPTION_3,TAG_COLOUR_CODE_3,TAG_COLOUR_DESCRIPTION_3,SERIES1_START_NUMBER_3,SERIES1_END_NUMBER_3,SERIES2_START_NUMBER_3,SERIES2_END_NUMBER_3,SERIES3_START_NUMBER_3,SERIES3_END_NUMBER_3,RETENTION_RATE_PCT_3,RETENTION_RATE_SAMPLE_SIZE_3,RETENTION_RATE_POP_SIZE_3,COMMENTS_3,TAG_ID_4,TAG_TYPE_CODE_4,TAG_TYPE_DESCRIPTION_4,TAG_POSITION_CODE_4,TAG_POSITION_DESCRIPTION_4,TAG_ORIGIN_CODE_4,TAG_ORIGIN_DESCRIPTION_4,TAG_COLOUR_CODE_4,TAG_COLOUR_DESCRIPTION_4,SERIES1_START_NUMBER_4,SERIES1_END_NUMBER_4,SERIES2_START_NUMBER_4,SERIES2_END_NUMBER_4,SERIES3_START_NUMBER_4,SERIES3_END_NUMBER_4,RETENTION_RATE_PCT_4,RETENTION_RATE_SAMPLE_SIZE_4,RETENTION_RATE_POP_SIZE_4,COMMENTS_4,TAG_ID_5,TAG_TYPE_CODE_5,TAG_TYPE_DESCRIPTION_5,TAG_POSITION_CODE_5,TAG_POSITION_DESCRIPTION_5,TAG_ORIGIN_CODE_5,TAG_ORIGIN_DESCRIPTION_5,TAG_COLOUR_CODE_5,TAG_COLOUR_DESCRIPTION_5,SERIES1_START_NUMBER_5,SERIES1_END_NUMBER_5,SERIES2_START_NUMBER_5,SERIES2_END_NUMBER_5,SERIES3_START_NUMBER_5,SERIES3_END_NUMBER_5,RETENTION_RATE_PCT_5,RETENTION_RATE_SAMPLE_SIZE_5,RETENTION_RATE_POP_SIZE_5,COMMENTS_5
"17161","409","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630209","630209",,,,,"92.7","164","10105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17164","410","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630197","630197","630206","630206",,,"98.4","311","17252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17165","411","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630197","630197","630206","630206",,,"98.4","311","17141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17172","412","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630207","630207","630208","630208",,,"93.8","211","41406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17182","414","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630211","630211",,,,,"96.2","133","10820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16588","390","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630210","630210",,,,,"93","128","10494",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16935","398","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630216","999999","630215","999999",,,"86.8","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17826","992","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630223","630223","630224","630224",,,"99.2","261","19618",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17837","1061","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630235","630235","630236","630236","630237","630237","99.4","326","29123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15593","386","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630205","630205",,,,,"96.5","249","23138",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17325","416","P","PIT - Passive Integrated Transponde","4","Abdominal Insertion","MNR","Ontario Ministry of Natural Resources","UNK","Unknown",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15690","387","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630214","630214",,,,,"93.5","130","10818",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19387","4435","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630231","630234",,,,,"99.99","284","40668",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19388","4436","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630231","630234",,,,,"99.99","284","40668",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20116","6486","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630266","630266",,,,,"97.2","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20119","6487","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630266","630266",,,,,"97.2","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18865","3043","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630238","630238",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18866","3044","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630238","630238",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18868","3046","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630240","630240",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18876","3059","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630202","630202",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18880","3063","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630238","630238",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18882","3065","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630238","630238",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18886","3069","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630242","630243",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18888","3071","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630242","630243",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18892","3075","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630242","630243",,,,,"99.9","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18894","3077","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630242","630243",,,,,"99.9","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20213","6588","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630258","630258",,,,,"97.6","123","11494",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19584","5069","1","Streamer","5","Flesh of Back","MNR","Ontario Ministry of Natural Resources","YEL","Yellow",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20388","6922","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630259","630259","630260","630260",,,"95","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20390","6924","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630259","630259","630260","630260",,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20404","6940","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630259","630259","630260","630260",,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20311","6804","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630245","630245","630246","630246",,,"99.6","232","21308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20313","6806","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630254","630254","630255","630255","630256","630256","96.9","159","33024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19033","3333","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630241","630241",,,,,"98","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20407","6945","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630259","630259","630260","630260",,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20409","6947","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630263","630263","630264","630264",,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20411","6949","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630263","630263","630264","630264",,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20486","7023","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630263","630263","630264","630264",,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19729","5499","6","Coded Wire","10","Operculum","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","16838","16984",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19731","5501","6","Coded Wire","1","Anterior Dorsal Fin","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","17603","17747",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19734","5503","6","Coded Wire","1","Anterior Dorsal Fin","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","18281","18692",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19740","5507","6","Coded Wire","1","Anterior Dorsal Fin","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","01056","01056",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19741","5508","6","Coded Wire","1","Anterior Dorsal Fin","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","01691","01747",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19742","5509","6","Coded Wire","9","Unknown","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","01885","01755",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19743","5510","6","Coded Wire","1","Anterior Dorsal Fin","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","02860","02908",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19744","5511","6","Coded Wire","1","Anterior Dorsal Fin","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","02858","02708",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19746","5514","6","Coded Wire","10","Operculum","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","03048","03555",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19748","5515","6","Coded Wire","1","Anterior Dorsal Fin","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","02920","03038",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19751","5517","6","Coded Wire","1","Anterior Dorsal Fin","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","02920","03038",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19753","5519","6","Coded Wire","10","Operculum","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","03563","04050",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19140","3920","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630225","630225",,,,,"98","254","10303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19144","3925","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630226","630226",,,,,"97.9","284","10156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19152","3934","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630227","630227",,,,,"98.4","192","9807",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19759","5524","6","Coded Wire","10","Operculum","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","05191","04426",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19760","5525","6","Coded Wire","1","Anterior Dorsal Fin","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","04062","04170",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19761","5526","6","Coded Wire","1","Anterior Dorsal Fin","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","05482","05424",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19762","5527","6","Coded Wire","1","Anterior Dorsal Fin","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","05493","05546",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19763","5528","6","Coded Wire","10","Operculum","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","05215","05416",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19764","5529","6","Coded Wire","1","Anterior Dorsal Fin","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","04062","04170",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17866","1072","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630228","630228",,,,,"98.6","214","10055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19816","5925","6","Coded Wire","10","Operculum","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630244","630244",,,,,"99.99","30","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19817","5926","6","Coded Wire","10","Operculum","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630244","630244",,,,,"99.99","96","96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19819","5928","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630230","630230",,,,,"98.7","153","9514",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18562","2394","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630199","630199",,,,,"98","197","5128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17967","1266","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630229","630229",,,,,"98.7","157","8117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21936","10660","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630248","630248",,,,,"98.8","162","11670",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21939","10663","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630247","630247",,,,,"99.3","152","11576",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21945","10668","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630253","630253",,,,,"95.3","148","10819",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21950","10673","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630257","630257",,,,,"96.3","190","11219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21953","10676","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630261","630261",,,,,"98.6","215","11058",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21551","9707","6","Coded Wire","1","Anterior Dorsal Fin","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","05832","05843",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21552","9708","6","Coded Wire","10","Operculum","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","05852","05934",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21553","9709","6","Coded Wire","1","Anterior Dorsal Fin","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","05823","05609",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21554","9710","6","Coded Wire","10","Operculum","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","05852","05934",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21555","9711","6","Coded Wire","1","Anterior Dorsal Fin","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","05823","05609",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21556","9712","6","Coded Wire","10","Operculum","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","05852","05934",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21557","9713","6","Coded Wire","1","Anterior Dorsal Fin","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","05823","05609",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21816","10412","P","PIT - Passive Integrated Transponde","4","Abdominal Insertion","MNR","Ontario Ministry of Natural Resources","UNK","Unknown",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21833","10439","P","PIT - Passive Integrated Transponde","4","Abdominal Insertion","MNR","Ontario Ministry of Natural Resources","UNK","Unknown",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21837","10440","P","PIT - Passive Integrated Transponde","4","Abdominal Insertion","MNR","Ontario Ministry of Natural Resources","UNK","Unknown",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21838","10441","P","PIT - Passive Integrated Transponde","4","Abdominal Insertion","MNR","Ontario Ministry of Natural Resources","UNK","Unknown",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21839","10442","P","PIT - Passive Integrated Transponde","4","Abdominal Insertion","MNR","Ontario Ministry of Natural Resources","UNK","Unknown",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21840","10443","P","PIT - Passive Integrated Transponde","4","Abdominal Insertion","MNR","Ontario Ministry of Natural Resources","UNK","Unknown",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
