Number of Records Retrieved: 685
STOCKING_EVENT_RECORD_NUM,TAG_ID_1,TAG_TYPE_CODE_1,TAG_TYPE_DESCRIPTION_1,TAG_POSITION_CODE_1,TAG_POSITION_DESCRIPTION_1,TAG_ORIGIN_CODE_1,TAG_ORIGIN_DESCRIPTION_1,TAG_COLOUR_CODE_1,TAG_COLOUR_DESCRIPTION_1,SERIES1_START_NUMBER_1,SERIES1_END_NUMBER_1,SERIES2_START_NUMBER_1,SERIES2_END_NUMBER_1,SERIES3_START_NUMBER_1,SERIES3_END_NUMBER_1,RETENTION_RATE_PCT_1,RETENTION_RATE_SAMPLE_SIZE_1,RETENTION_RATE_POP_SIZE_1,COMMENTS_1,TAG_ID_2,TAG_TYPE_CODE_2,TAG_TYPE_DESCRIPTION_2,TAG_POSITION_CODE_2,TAG_POSITION_DESCRIPTION_2,TAG_ORIGIN_CODE_2,TAG_ORIGIN_DESCRIPTION_2,TAG_COLOUR_CODE_2,TAG_COLOUR_DESCRIPTION_2,SERIES1_START_NUMBER_2,SERIES1_END_NUMBER_2,SERIES2_START_NUMBER_2,SERIES2_END_NUMBER_2,SERIES3_START_NUMBER_2,SERIES3_END_NUMBER_2,RETENTION_RATE_PCT_2,RETENTION_RATE_SAMPLE_SIZE_2,RETENTION_RATE_POP_SIZE_2,COMMENTS_2,TAG_ID_3,TAG_TYPE_CODE_3,TAG_TYPE_DESCRIPTION_3,TAG_POSITION_CODE_3,TAG_POSITION_DESCRIPTION_3,TAG_ORIGIN_CODE_3,TAG_ORIGIN_DESCRIPTION_3,TAG_COLOUR_CODE_3,TAG_COLOUR_DESCRIPTION_3,SERIES1_START_NUMBER_3,SERIES1_END_NUMBER_3,SERIES2_START_NUMBER_3,SERIES2_END_NUMBER_3,SERIES3_START_NUMBER_3,SERIES3_END_NUMBER_3,RETENTION_RATE_PCT_3,RETENTION_RATE_SAMPLE_SIZE_3,RETENTION_RATE_POP_SIZE_3,COMMENTS_3,TAG_ID_4,TAG_TYPE_CODE_4,TAG_TYPE_DESCRIPTION_4,TAG_POSITION_CODE_4,TAG_POSITION_DESCRIPTION_4,TAG_ORIGIN_CODE_4,TAG_ORIGIN_DESCRIPTION_4,TAG_COLOUR_CODE_4,TAG_COLOUR_DESCRIPTION_4,SERIES1_START_NUMBER_4,SERIES1_END_NUMBER_4,SERIES2_START_NUMBER_4,SERIES2_END_NUMBER_4,SERIES3_START_NUMBER_4,SERIES3_END_NUMBER_4,RETENTION_RATE_PCT_4,RETENTION_RATE_SAMPLE_SIZE_4,RETENTION_RATE_POP_SIZE_4,COMMENTS_4,TAG_ID_5,TAG_TYPE_CODE_5,TAG_TYPE_DESCRIPTION_5,TAG_POSITION_CODE_5,TAG_POSITION_DESCRIPTION_5,TAG_ORIGIN_CODE_5,TAG_ORIGIN_DESCRIPTION_5,TAG_COLOUR_CODE_5,TAG_COLOUR_DESCRIPTION_5,SERIES1_START_NUMBER_5,SERIES1_END_NUMBER_5,SERIES2_START_NUMBER_5,SERIES2_END_NUMBER_5,SERIES3_START_NUMBER_5,SERIES3_END_NUMBER_5,RETENTION_RATE_PCT_5,RETENTION_RATE_SAMPLE_SIZE_5,RETENTION_RATE_POP_SIZE_5,COMMENTS_5
"5062","119","2","Tubular Vinyl","3","Posterior Dorsal Fins","MNR","Ontario Ministry of Natural Resources","BLU","Blue",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5108","120","2","Tubular Vinyl","3","Posterior Dorsal Fins","MNR","Ontario Ministry of Natural Resources","BLU","Blue",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5109","121","2","Tubular Vinyl","3","Posterior Dorsal Fins","MNR","Ontario Ministry of Natural Resources","BLU","Blue",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5111","123","2","Tubular Vinyl","3","Posterior Dorsal Fins","MNR","Ontario Ministry of Natural Resources","BLU","Blue",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3796","100","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630121","999999",,,,,"89.9","119","9649",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6704","150","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635905","999999",,,,,"75.3","150","11029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6945","44403","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635660","635663","635904","999999",,,"80.2","434","10449",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6967","201","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","432132","999999",,,,,"96.4","506","55060",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5814","126","2","Tubular Vinyl","3","Posterior Dorsal Fins","MNR","Ontario Ministry of Natural Resources","BLU","Blue",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6537","138","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","432132","999999",,,,,"96.4","506","55060",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6547","139","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630107","630111",,,,,"99.6","308","52030",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6548","140","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635915","635917","630105","630106",,,"99.3","328","52411",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6549","141","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630107","630111",,,,,"99.6","308","52030",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6556","142","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630107","630111",,,,,"99.6","308","52030",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7298","254","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630155","999999",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6024","128","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630126","999999","630127","999999",,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6041","132","5","Anchor","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630123","999999","630124","999999",,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6044","135","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630123","999999","630124","999999",,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6046","136","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630123","999999","630124","999999",,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7300","255","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630155","999999",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5110","122","2","Tubular Vinyl","3","Posterior Dorsal Fins","MNR","Ontario Ministry of Natural Resources","BLU","Blue",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6946","171","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635649","999999",,,,,"96.9","396","10000",,"172","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635648","999999",,,,,"97.5","404","10000",,"173","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635647","999999",,,,,"98.5","469","10000",,"174","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635646","999999",,,,,"97.5","447","10000",,"175","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635645","999999",,,,,"97.8","464","10000",
"6223","137","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630117","999999",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6932","155","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635907","999999",,,,,"81.3","150","10173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6934","158","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635907","999999",,,,,"91.3","150","10173",,"154","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635908","999999",,,,,"86.7","150","10395",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6935","156","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635905","999999",,,,,"75.3","150","11029",,"157","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635906","999999",,,,,"84","150","10119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6937","159","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635907","999999",,,,,"91.3","150","10173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6938","160","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635908","999999",,,,,"86.7","150","10395",,"161","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635909","999999",,,,,"78.9","150","10395",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6939","162","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635909","999999",,,,,"79.5","150","10395",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6943","164","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635660","635663","635904","999999",,,"78.9","350","11124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6944","166","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635649","999999",,,,,"96.9","396","10000",,"167","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635648","999999",,,,,"97.5","404","10000",,"168","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635647","999999",,,,,"98.5","469","10000",,"169","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635646","999999",,,,,"97.5","447","10000",,"170","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635645","999999",,,,,"97.8","464","10000",
"6956","199","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635660","635663","635904","999999",,,"78.9","350","11124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6960","146","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635655","635659",,,,,"89.8","517","51212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6962","148","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635650","635654",,,,,"96.6","556","51219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6969","203","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","432132","999999",,,,,"96.4","506","55060",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6972","214","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630112","999999",,,,,"97.4","0","9274",,"215","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630113","999999",,,,,"96.5","0","10871",,"216","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630114","999999",,,,,"89.6","0","11503",,"217","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630115","999999",,,,,"94.8","0","9488",,"218","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630116","999999",,,,,"98.8","0","8865",
"6979","249","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630112","999999",,,,,"97.4","0","9274",,"250","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630113","999999",,,,,"96.5","0","10871",,"251","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630114","999999",,,,,"89.6","0","11503",,"252","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630115","999999",,,,,"94.8","0","9488",,"253","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630116","999999",,,,,"98.8","0","8865",
"6947","176","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635649","999999",,,,,"96.9","396","10000",,"177","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635648","999999",,,,,"97.5","404","10000",,"178","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635647","999999",,,,,"98.5","464","10000",,"179","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635646","999999",,,,,"97.5","447","10000",,"180","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635645","999999",,,,,"97.8","464","10000",
"9787","281","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630150","999999",,,,,"90.8","238","10485",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9807","283","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630148","999999",,,,,"74.3","284","29968",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9808","284","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630151","999999",,,,,"94.1","204","11009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9814","285","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","430135","999999",,,,,"90.5","361","62548",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9815","286","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","430135","999999",,,,,"90.5","361","62548",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9818","287","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630157","630157",,,,,"91.4","209","5006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10458","295","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630164","630164","630160","630160",,,"96","332","31721",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9177","277","1","Streamer","9","Unknown","MNR","Ontario Ministry of Natural Resources","ORA","Orange",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9178","278","1","Streamer","9","Unknown","MNR","Ontario Ministry of Natural Resources","ORA","Orange",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9179","279","1","Streamer","9","Unknown","MNR","Ontario Ministry of Natural Resources","ORA","Orange",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10472","296","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630156","630156",,,,,"99","204","10764",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8449","256","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630154","999999",,,,,"98.9","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8461","257","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630154","999999",,,,,"98.9","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8464","258","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630154","999999",,,,,"98.9","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8474","259","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630154","999999",,,,,"98.9","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8478","260","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630154","999999",,,,,"98.9","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10538","297","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","630176","630176",,,,,"98.3","113","11414",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10609","298","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630162","630162",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10614","299","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630162","630162",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10722","309","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630165","630165",,,,,"86","240","10513",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9416","280","1","Streamer","5","Flesh of Back","CFP","Community Fisheries Involvement Program(CFIP)","GRN","Green","00026","00050",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10085","290","1","Streamer","1","Anterior Dorsal Fin","MNR","Ontario Ministry of Natural Resources","NON","Colourless","000","999",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10093","291","1","Streamer","1","Anterior Dorsal Fin","MNR","Ontario Ministry of Natural Resources","NON","Colourless","000","999",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10620","301","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630161","630161",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10622","302","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630162","630162",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10624","303","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630161","630161",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10630","304","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630175","630175",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10634","305","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630162","630162",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10648","306","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630161","630161",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10650","307","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630175","630175",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10651","308","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630177","630177",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8848","262","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630145","999999",,,,,"98.7","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8850","263","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630145","999999",,,,,"98.7","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8854","265","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630145","999999",,,,,"98.7","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8858","267","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630146","999999",,,,,"96.2","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8861","268","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630146","999999",,,,,"96.2","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8877","270","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630147","999999",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8879","271","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630147","999999",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8881","272","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630147","999999",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
